CTE(0.05,0.001,0.5)	Steer_value(0.05,0.001,0.5)	CTE(0.05,0.0001,0.5)	Steer_value(0.05,0.0001,0.5)	CTE(0.05,0.001,1)	Steer_value(0.05,0.001,1)	CTE(0.05,0.001, 0.7)	Steer_value(0.05,0.001, 0.7)	CTE(0.05,0.0001, 1)	Steer_value(0.05,0.0001, 1)	CTE(0.1,0.0001, 1)	Steer_value(0.1,0.0001, 1)
-0.5595	-0.0282681	-0.1842	-0.0206118	-0.7177	-0.0272967	-0.6367	-0.0067131	-0.1031	-0.0224623	-0.0287	-0.0208057
-0.5436	-0.0224195	-0.1827	-0.0198686	-0.7029	-0.0256338	-0.639	-0.0078491	-0.1039	-0.0232119	-0.0192	-0.0251537
-0.5314	-0.0206481	-0.183	-0.0189353	-0.6886	-0.0251602	-0.6378	-0.0097213	-0.1053	-0.0225314	-0.0077	-0.028303
-0.5221	-0.019141	-0.1847	-0.0181318	-0.6711	-0.0285641	-0.6334	-0.0115479	-0.1074	-0.0217156	0.0043	-0.0300034
-0.5141	-0.0183769	-0.1873	-0.0175331	-0.6608	-0.0212183	-0.6242	-0.0147437	-0.1115	-0.0194995	0.0173	-0.0323051
-0.5085	-0.0169484	-0.1906	-0.016999	-0.6516	-0.0199267	-0.6136	-0.0156401	-0.1174	-0.0173928	0.0283	-0.031408
-0.5047	-0.0157337	-0.1953	-0.0160445	-0.6464	-0.0155403	-0.6009	-0.0171442	-0.1235	-0.0168754	0.0322	-0.0247012
-0.5023	-0.0146514	-0.2003	-0.0156244	-0.6422	-0.0141081	-0.5806	-0.0228986	-0.1315	-0.0145622	0.0319	-0.0204744
-0.5002	-0.0141062	-0.2054	-0.0152989	-0.6392	-0.0124189	-0.5649	-0.0198987	-0.1385	-0.0151984	0.0264	-0.014727
-0.4974	-0.0140988	-0.2101	-0.0152429	-0.6367	-0.0114072	-0.5462	-0.0223875	-0.1467	-0.0135737	0.0175	-0.0104388
-0.4938	-0.014185	-0.2142	-0.0153165	-0.6329	-0.0122643	-0.5281	-0.0223444	-0.1531	-0.0150384	0.007	-0.00778946
-0.4892	-0.0144258	-0.2175	-0.0155297	-0.6285	-0.0124558	-0.5138	-0.0198856	-0.1599	-0.0142824	-0.0014	-0.00904932
-0.4831	-0.0149977	-0.2198	-0.0158927	-0.6228	-0.013418	-0.4983	-0.0210023	-0.1655	-0.0151859	-0.0084	-0.00974848
-0.4757	-0.015542	-0.2211	-0.0163056	-0.6139	-0.0164491	-0.4843	-0.020168	-0.1698	-0.0162539	-0.0144	-0.010147
-0.4669	-0.0162151	-0.2218	-0.0165484	-0.605	-0.0162891	-0.4719	-0.0191961	-0.1729	-0.0172816	-0.0173	-0.0129553
-0.4568	-0.0169133	-0.2215	-0.0170413	-0.5929	-0.0195012	-0.4611	-0.018155	-0.1749	-0.0182641	-0.017	-0.0161836
-0.4457	-0.0175226	-0.2209	-0.0171992	-0.5797	-0.0206815	-0.4517	-0.0171933	-0.1764	-0.0186715	-0.0138	-0.0194022
-0.4781	0.0063255	-0.2479	-0.00202441	-0.5661	-0.0211954	-0.4446	-0.0154937	-0.1778	-0.0186837	-0.0075	-0.0231315
-0.7853	0.159871	-0.6213	0.189908	-0.5551	-0.0185903	-0.4552	-0.0021185	-0.2514	0.0572214	-0.0022	-0.0226613
-0.3622	-0.226072	-0.176	-0.24169	-0.5469	-0.0156534	-0.616	0.111677	-0.7271	0.483179	0.0037	-0.0238516
-0.2621	-0.0693149	-0.0827	-0.0703464	-0.661	0.113013	-0.4222	-0.14581	-0.1306	-0.618833	0.0831	-0.1053
-0.1761	-0.0663888	-0.0184	-0.0590596	-0.5006	-0.169007	-0.3137	-0.0912116	0.0392	-0.200627	0.341	-0.309624
-0.1432	-0.0413406	0.0189	-0.0474265	-0.3928	-0.121404	-0.2395	-0.0706721	0.2035	-0.203362	0.4823	-0.207202
-0.1368	-0.0282738	0.0406	-0.0407155	-0.3184	-0.0914056	-0.1924	-0.0538647	0.3365	-0.178746	-0.0221	0.48894
-0.1522	-0.0164516	0.0486	-0.0342704	-0.2841	-0.0527365	-0.1696	-0.0378251	0.4469	-0.16171	-0.1346	0.108303
-0.1775	-0.0100591	0.0446	-0.0280748	-0.2737	-0.0290828	-0.1673	-0.0234228	0.4954	-0.102285	-0.2552	0.128489
-0.2176	-0.0004365	0.0264	-0.0200675	-0.2881	-0.0032747	-0.1804	-0.0118074	0.4866	-0.0445936	-0.2909	0.047188
-0.2555	0.000614	-0.0034	-0.0127771	-0.3227	0.018978	-0.2063	-0.0013461	0.4091	0.0279405	-0.2877	0.00799678
-0.294	0.003133	-0.0413	-0.00682801	-0.3747	0.0393527	-0.2454	0.0100943	0.319	0.0450136	-0.226	-0.0566506
-0.3312	0.0046742	-0.0833	-0.00266968	-0.4173	0.0325	-0.2798	0.0088041	0.1966	0.0834139	-0.1562	-0.071715
-0.3719	0.0088311	-0.1264	4.80E-05	-0.4472	0.0217422	-0.3099	0.007609	0.0968	0.0657942	-0.0795	-0.0862771
-0.4038	0.0064299	-0.1667	0.00067963	-0.4582	0.0038504	-0.3333	0.0044223	-0.0154	0.0838058	0.0087	-0.106598
-0.428	0.0042179	-0.1959	-0.00339078	-0.4634	-0.0012262	-0.3464	-0.0017863	-0.0993	0.0597107	0.0828	-0.0999162
-0.437	-0.0024951	-0.2291	0.00029213	-0.4548	-0.0150014	-0.3458	-0.0110605	-0.1475	0.0264355	0.1368	-0.0852299
-0.3812	-0.0373039	-0.2481	-0.00583306	-0.4279	-0.0342185	-0.335	-0.0184055	-0.1582	-0.0105137	0.1592	-5.59E-02
-0.1729	-0.123796	-0.1429	-0.0731788	-0.3958	-0.0406277	-0.2544	-0.0710411	-0.1347	-0.0458752	0.1547	-0.0285513
0.0117	-0.121188	0.0176	-0.108856	-0.3514	-0.0547963	-0.0661	-0.15578	-0.0022	-0.1615	0.1147	0.0109373
0.1501	-0.105158	0.1199	-0.0848825	-0.1602	-0.210996	0.0857	-0.137906	0.2084	-0.250151	0.0603	0.0307712
0.2844	-0.110107	0.2538	-0.107403	0.0281	-0.217539	0.2591	-0.161955	0.3962	-0.23678	0.0673	-0.0313355
0.3805	-0.0961927	0.3592	-0.0984588	0.1936	-0.203208	0.3439	-0.104519	0.5183	-0.177237	0.1406	-0.10498
0.4355	-0.0788282	0.4316	-0.085622	0.2564	-0.103904	0.3937	-0.0829024	0.5571	-0.095933	0.2522	-0.154465
0.4497	-0.0595879	0.4666	-0.0687186	0.2377	-0.0217069	0.3907	-0.0461831	0.528	-0.0266308	0.3479	-0.14817
0.4317	-0.0430196	0.4655	-0.0506602	0.148	0.0536301	0.3315	-0.0042146	0.434	0.0429258	0.4085	-0.11917
0.4243	-0.0483739	0.4318	-0.0327184	0.0144	0.104196	0.2445	0.0193509	0.2984	0.0912759	0.4102	-0.0604814
0.5329	-0.112337	0.4325	-0.0499966	-0.1558	0.149461	0.21	-0.0158841	0.149	0.112531	0.3781	-0.0235092
0.6287	-0.111355	0.5237	-0.099859	-0.2105	0.036907	0.2895	-0.0999486	0.0555	0.0613005	0.3202	0.00804873
0.6835	-0.094279	0.6083	-0.10085	-0.1193	-0.113434	0.3708	-0.105644	0.1334	-0.114008	0.2282	0.0513259
0.7101	-0.0822191	0.6843	-0.100418	0.0256	-0.174404	0.4317	-0.0948411	0.2349	-0.142706	0.1271	0.0705232
0.7054	-0.0670395	0.7251	-0.0849308	0.1521	-0.162481	0.4606	-0.0743467	0.3593	-0.171862	0.1553	-0.0616123
0.6632	-0.0468427	0.7246	-0.0643282	0.2745	-0.164776	0.4549	-0.0502966	0.4553	-0.148308	0.2675	-0.156859
0.5878	-0.0270605	0.6933	-0.0474326	0.3489	-0.120845	0.417	-0.0262786	0.5044	-0.103913	0.3884	-0.177688
0.4853	-0.0088708	0.6267	-0.0265152	0.3674	-0.0662372	0.3649	-0.0140985	0.4994	-0.0496132	0.484	-0.161996
0.3478	0.0151564	0.5515	-0.0185104	0.3381	-0.0173103	0.2706	0.0198859	0.4577	-0.0108739	0.5295	-0.116499
0.3779	-0.0705265	0.4638	-0.00792175	0.2785	0.0156912	0.2077	0.0008432	0.3744	0.0348536	0.5233	-0.0642316
0.486	-0.115417	0.4151	-0.0250283	0.1988	0.0395774	0.3075	-0.118344	0.2894	0.0407747	0.4659	-0.00733819
0.583	-0.1153	0.5134	-0.103495	0.1686	-0.0085812	0.4604	-0.16362	0.2519	-0.00487552	0.3656	0.0455552
0.6422	-0.100003	0.6264	-0.116557	0.2807	-0.156767	0.5934	-0.156933	0.3467	-0.14195	0.1654	0.165459
0.7595	-0.135677	0.7044	-0.103028	0.3939	-0.163921	0.6833	-0.131941	0.4672	-0.173722	0.2373	-0.113855
1.0909	-0.260388	0.7659	-0.0979293	0.4852	-0.147071	0.9537	-0.272765	0.593	-0.185371	0.3972	-0.217885
1.4515	-0.29447	0.9902	-0.190643	0.5539	-0.12846	1.3337	-0.369819	0.6619	-0.131982	0.5727	-0.251092
1.7294	-0.268744	1.3827	-0.294507	0.8654	-0.3877	1.6302	-0.327824	0.8165	-0.225494	0.703	-0.218992
1.8964	-0.22354	1.7685	-0.310623	1.206	-0.435036	1.7952	-0.245819	1.1755	-0.447962	0.9011	-0.306692
1.9439	-0.168109	2.0002	-0.245358	1.4306	-0.331697	1.8148	-0.146834	1.4556	-0.383212	1.2806	-0.52617
1.9394	-0.143824	2.1113	-0.190825	1.493	-0.17411	1.6711	-0.0270101	1.5945	-0.249117	1.5565	-0.450316
2.1753	-0.277994	2.1014	-0.13004	1.4182	-0.0345881	1.7634	-0.198589	1.5717	-0.0864338	1.6697	-0.299103
2.417	-0.295396	2.3168	-0.253691	1.2118	0.10612	1.9191	-0.252673	1.248	0.230526	1.6182	-0.129415
2.5098	-0.228096	2.529	-0.262954	1.2238	-0.114104	1.9983	-0.205081	1.3814	-0.233382	1.4091	0.0489542
2.6241	-0.247185	2.7126	-0.258106	1.3751	-0.262344	1.9835	-0.140524	1.5178	-0.243354	1.1368	0.13927
3.1009	-0.455376	2.7503	-0.187316	1.496	-0.239485	2.3158	-0.402425	1.6354	-0.230597	1.1969	-0.199259
3.4939	-0.43662	3.1428	-0.384655	1.7289	-0.364859	2.7911	-0.529081	1.7773	-0.26217	1.2751	-0.225307
3.739	-0.378664	3.6071	-0.444131	2.0653	-0.487244	3.1487	-0.46772	2.506	-0.885655	1.3131	-0.189038
3.6911	-0.23346	3.9381	-0.394424	2.5323	-0.643726	3.3223	-0.350922	2.9058	-0.577036	1.3929	-0.238957
3.5382	-0.176853	4.0766	-0.305507	2.8217	-0.483418	3.2061	-0.145458	3.2097	-0.496652	1.8463	-0.658082
3.3988	-0.180032	4.0717	-0.233969	2.8704	-0.248023	3.0035	-0.0778519	3.2682	-0.254504	2.3176	-0.723344
3.3662	-0.235168	3.8838	-0.133463	2.6712	0.0071654	3.0005	-0.220422	3.077	0.00444856	2.6361	-0.602657
3.2261	-0.177639	3.8822	-0.226921	2.4439	0.0441865	2.9219	-0.166494	2.902	-0.00329164	2.5628	-0.203784
2.973	-0.111457	3.9018	-0.238891	2.4364	-0.177675	2.7473	-0.0933116	2.8808	-0.15632	2.2766	0.0375087
2.6216	-0.0473587	3.8312	-0.190644	2.425	-0.17563	2.5277	-0.0533593	2.8454	-0.140634	1.9441	0.116864
2.4428	-0.127162	3.6821	-0.144307	2.3469	-0.107372	2.3082	-0.0447625	2.727	-0.051987	1.8034	-0.061046
2.3295	-0.156576	3.4075	-0.0681681	2.2246	-0.0592814	2.3088	-0.201171	2.5551	0.00985253	1.6656	-0.0503326
2.1649	-0.124861	3.2235	-0.10459	2.1006	-0.053482	2.2706	-0.174372	2.4455	-0.047212	1.4446	0.054823
1.9373	-0.0839182	3.1863	-0.176449	2.2224	-0.307594	2.1807	-0.135868	2.6144	-0.334418	1.2637	0.0326866
1.6483	-0.0404165	3.1118	-0.154385	2.3391	-0.310669	2.0517	-0.104099	2.7334	-0.290742	1.1499	-0.0231484
1.3707	-0.0336072	2.9895	-0.124669	2.3578	-0.215961	1.8369	-0.0351362	2.7711	-0.211604	1.3446	-0.351253
1.2828	-0.125345	2.8188	-0.0922161	2.275	-0.112596	1.6666	-0.0594378	2.7398	-0.141313	1.5184	-0.347885
1.2804	-0.169255	2.5574	-0.0340518	2.0829	0.0042258	1.7466	-0.240394	2.6134	-0.0401542	1.6276	-0.294367
1.2372	-0.147933	2.3029	-0.0250071	1.8576	0.0468332	1.8028	-0.228347	2.4279	0.027978	1.609	-0.164868
1.156	-0.126029	2.225	-0.109635	1.9103	-0.235712	1.7986	-0.187656	2.4607	-0.192208	1.4091	0.0362807
1.0026	-0.0832612	2.2587	-0.167345	1.9601	-0.237262	1.7136	-0.128559	2.567	-0.27128	1.3572	-0.106665
0.8315	-0.0666877	2.2587	-0.150721	1.9689	-0.198671	1.5438	-0.0622532	2.6269	-0.228137	1.4424	-0.252429
0.6194	-0.0362021	2.2202	-0.129768	1.902	-0.121528	1.3475	-0.0352357	2.6231	-0.16451	1.4863	-0.215668
0.443	-0.0456751	2.0964	-0.081138	1.7821	-0.0643152	1.1587	-0.0322044	2.528	-0.0687076	1.458	-0.140784
0.2046	-0.0029597	1.9589	-0.0676089	1.5726	0.0341872	0.917	0.0159936	2.3882	-0.0172564	1.3432	-0.042938
-0.0563	0.0213916	1.7791	-0.0376468	1.3809	0.0245913	0.7413	-0.0221627	2.188	0.0529348	1.1534	0.0509267
-0.2824	0.015579	1.6355	-0.0487303	1.2074	0.0138589	0.4687	0.0588286	2.034	0.0142314	0.9637	0.0697003
-0.5089	0.0276129	1.4369	-0.011444	0.9589	0.100325	0.2364	0.0419972	1.8856	0.0158628	0.8122	0.0465691
-0.7699	0.0586828	1.2527	-0.00955929	0.7498	0.0706302	0.0109	0.0485013	1.7377	0.0225841	0.6758	0.0450415
-0.8326	-0.0364996	1.0572	0.00575999	0.6253	-0.0083701	-0.2427	0.081094	1.5642	0.0567026	0.5495	0.0475166
-0.8342	-0.0661354	0.8562	0.0184744	0.4661	0.0338238	-0.3064	-0.0483446	1.4003	0.0551576	0.415	0.0691251
-0.8258	-0.0707296	0.6141	0.051068	0.3494	-0.0031906	-0.2821	-0.110877	1.2776	0.0199649	0.3204	0.038653
-0.8195	-0.0691751	0.5178	-0.0170688	0.3556	-0.126756	-0.2379	-0.12678	1.2008	-0.0222152	0.2467	0.0250984
-0.8259	-0.0616792	0.5084	-0.0600997	0.4526	-0.222859	-0.2104	-0.116254	1.2687	-0.170437	0.1926	0.0108891
-0.8444	-0.0538598	0.5294	-0.0764026	0.565	-0.244444	-0.2042	-0.10145	1.3603	-0.198853	0.2725	-0.131128
-0.8758	-0.044964	0.5495	-0.0770126	0.6186	-0.188942	-0.2349	-0.0738501	1.4774	-0.230356	0.4628	-0.260604
-0.9193	-0.0358197	0.5621	-0.0739488	0.6111	-0.128078	-0.2903	-0.0534998	1.5433	-0.182605	0.6249	-0.248677
-0.9738	-0.0266209	0.5555	-0.0640743	0.5254	-0.0461189	-0.3706	-0.0316842	1.5393	-0.112659	0.7493	-0.223492
-1.0513	-0.0101946	0.533	-0.0550526	0.4311	-0.033235	-0.4714	-0.0118228	1.4806	-0.0551722	0.8187	-0.175514
-1.1388	0.0003192	0.4946	-0.0452321	0.2512	0.0611088	-0.5877	0.0054299	1.3781	-0.006385	0.8254	-0.113566
-1.2151	-0.0002507	0.4288	-0.028285	0.077	0.0640418	-0.7137	0.0192336	1.2458	0.0299054	0.7706	-0.0466633
-1.2913	0.0048006	0.3591	-0.0228859	-0.1379	0.115625	-0.8687	0.0481523	1.0957	0.0551009	0.6444	0.0372922
-1.3653	0.0087659	0.262	-0.00435706	-0.3073	0.078902	-0.9698	0.0164471	0.9096	0.100315	0.5049	0.0644918
-1.4216	0.0041525	0.173	-0.00397436	-0.4554	0.0654624	-1.109	0.0511861	0.7611	0.0700638	0.3524	0.0927065
-1.487	0.0134595	0.0804	0.0024476	-0.5981	0.0677955	-1.1936	0.0183897	0.6324	0.0566355	0.2027	0.104856
-1.5569	0.0207614	-0.0127	0.00735387	-0.6884	0.0205989	-1.3024	0.0420721	0.5268	0.0387629	0.0674	0.10398
-1.5973	0.0096287	-0.104	0.0110293	-0.7516	-0.0025895	-1.3758	0.0223379	0.4292	0.0355999	-0.0632	0.112346
-1.6387	0.0138374	-0.1913	0.0134134	-0.7916	-0.0229979	-1.433	0.0152909	0.3705	-0.00040211	-0.1392	0.0653597
-1.675	0.0147774	-0.2725	0.0144506	-0.8152	-0.0374027	-1.4736	0.0071745	0.3312	-0.0178702	-0.1804	0.0346978
-1.6936	0.008551	-0.3459	0.0142552	-0.8287	-0.045999	-1.4997	-0.0001708	0.3062	-0.0309509	-0.1887	0.00264666
-1.6882	-0.0020308	-0.4103	0.0130163	-0.8395	-0.0473195	-1.5142	-0.0060516	0.2905	-0.0394949	-0.1703	-0.0258763
-1.6752	-0.0048056	-0.4746	0.0162287	-0.849	-0.0472955	-1.505	-0.0215966	0.2773	-0.0413626	-0.1321	-0.0494831
-1.6515	-0.0096891	-0.5174	0.00767047	-0.8623	-0.0419682	-1.4846	-0.028972	0.2664	-0.0431443	-0.082	-0.0663849
-1.6204	-0.0133237	-0.5401	-0.00119052	-0.8745	-0.0415837	-1.4588	-0.0325832	-0.2576	0.496181	-0.0174	-0.0873432
-1.5833	-0.0165954	-0.5483	-0.00797569	-0.8885	-0.0381952	-1.4309	-0.0340173	0.2451	-0.555678	0.0319	-0.0769764
-1.5417	-0.0193837	-0.5473	-0.012571	-0.9094	-0.0293408	-1.4035	-0.0336338	0.3083	-0.119369	-0.0841	0.0999321
-1.4875	-0.0269062	-0.5392	-0.016472	-0.9377	-0.0195881	-1.3783	-0.0319755	0.399	-0.151444	0.0993	-0.217818
-1.4406	-0.0241606	-0.5257	-0.0197945	-0.9798	-0.0027033	-1.357	-0.0289535	0.4622	-0.12715	0.1441	-0.0837123
-1.3944	-0.0247262	-0.5084	-0.0225086	-1.0194	-0.0022039	-1.3403	-0.0252282	0.5023	-0.106105	0.1733	-0.0710496
-1.3499	-0.0247513	-0.4887	-0.0246448	-1.0595	0.0013606	-1.3266	-0.0224866	0.515	-0.0793917	0.1731	-0.0416469
-1.2993	-0.029032	-0.4679	-0.026188	-1.0982	0.0029938	-1.3206	-0.016076	0.5014	-0.0524618	0.1531	-0.0198622
-1.2675	-0.0199545	-0.4473	-0.0270732	-1.1406	0.0099544	-1.3162	-0.0138598	0.4634	-0.0262082	0.117	-0.00016393
-1.2232	-0.0271963	-0.4277	-0.0275105	-1.1653	-0.0053453	-1.3139	-0.0111909	0.4057	-0.00366375	0.0704	0.014989
-1.1955	-0.0190858	-0.4099	-0.0274595	-1.1949	0.0022296	-1.3126	-0.0092433	0.3343	0.0135728	0.0195	0.0243771
-1.157	-0.0252538	-0.3946	-0.026935	-1.2135	-0.0066269	-1.3113	-0.007997	0.2556	0.0247823	-0.0308	0.0288102
-1.1344	-0.0172994	-0.3821	-0.0261218	-1.2262	-0.0106657	-1.3085	-0.0078785	0.1601	0.0463413	-0.0757	0.0279077
-1.2312	0.0484718	-0.3726	-0.0250596	-1.2334	-0.0145723	-1.3033	-0.0085152	0.0999	0.0140413	-0.1178	0.0293295
-1.4327	0.11233	-0.3662	-0.0237929	-1.2363	-0.017491	-1.3239	0.0118987	0.0339	0.0231379	-0.137	0.00836321
-1.5874	0.0982519	-0.3628	-0.0224267	-1.2353	-0.0202057	-1.5101	0.138639	-0.0216	0.015415	-0.1507	0.00424828
-1.7595	0.117316	-0.4186	0.0100052	-1.2621	0.0101964	-1.7222	0.169096	-0.0666	0.00717169	-0.1499	-0.0103167
-1.9015	0.111268	-0.5763	0.0688978	-1.4424	0.174154	-1.9111	0.164212	-0.1007	-0.00201324	-0.1423	-0.0178625
-2.0073	0.100465	-0.807	0.117014	-1.6588	0.222733	-2.058	0.144215	-0.1816	0.0488499	-0.1263	-0.0278499
-2.1968	0.153987	-1.026	0.122216	-1.8478	0.20663	-2.1682	0.126203	-0.3626	0.158036	-0.1103	-0.0294388
-2.558	0.260455	-1.2188	0.118878	-1.9841	0.162729	-2.176	0.0570893	-0.5856	0.211245	-0.2185	0.105603
-2.8715	0.255152	-1.4021	0.123433	-2.066	0.11449	-2.5057	0.30141	-0.7782	0.190553	-0.3789	0.173881
-3.1559	0.257977	-1.5411	0.108387	-2.0191	-0.0146354	-2.7382	0.247733	-0.9204	0.147355	-0.5984	0.254991
-3.2944	0.195247	-1.8874	0.229541	-2.3101	0.340125	-2.9663	0.259024	-1.0055	0.0946102	-0.7378	0.188905
-3.3756	0.174032	-2.2503	0.256211	-2.5654	0.319755	-3.1415	0.233896	-1.067	0.0741918	-0.8147	0.134176
-3.4004	0.150473	-2.5541	0.242107	-2.7562	0.267551	-3.2034	0.160884	-1.2912	0.248231	-0.8279	0.0718788
-3.3463	0.111664	-2.793	0.221881	-2.8601	0.188706	-3.1771	0.101006	-1.5576	0.303907	-0.9696	0.214646
-3.1772	0.0488863	-2.9578	0.193367	-2.8837	0.11247	-3.0726	0.0441141	-1.7652	0.255663	-1.2086	0.335967
-3.5212	0.326157	-3.0293	0.150595	-2.8242	0.0292193	-2.9596	0.0354737	-1.8988	0.188533	-1.4177	0.327118
-3.8145	0.319287	-3.0461	0.124389	-2.6947	-0.044561	-3.0111	0.15621	-1.9599	0.119284	-1.5024	0.211339
-4.033	0.296845	-3.0199	0.101881	-2.5541	-0.0601369	-3.2827	0.327143	-1.9429	0.0405284	-1.5072	0.132069
-4.1694	0.266784	-3.2378	0.23515	-2.6143	0.146287	-3.5089	0.310181	-1.8626	-0.0266003	-1.4312	0.0438124
-3.9333	0.0726627	-3.5786	0.313998	-2.9701	0.462647	-3.6496	0.261016	-1.7657	-0.0478688	-1.2826	-0.0435193
-4.3335	0.415156	-3.845	0.290502	-3.2173	0.369625	-3.6945	0.199896	-1.8592	0.147392	-1.0804	-0.117231
-4.6647	0.401881	-4.016	0.251754	-3.357	0.272467	-3.4778	0.0094183	-2.0671	0.272394	-1.0979	0.104329
-4.8449	0.340236	-4.0919	0.208408	-3.3938	0.174801	-3.9535	0.521837	-2.3853	0.398842	-1.3173	0.3283
-4.8334	0.248644	-4.2246	0.243866	-3.3035	0.0464891	-4.2121	0.387009	-2.6422	0.350652	-1.5715	0.388677
-4.7373	0.206277	-4.5664	0.365962	-3.6848	0.540839	-4.4496	0.388563	-2.7814	0.24019	-1.7304	0.30944
-4.5611	0.161978	-4.8955	0.376557	-3.9994	0.493868	-4.5129	0.274301	-2.7066	0.0227204	-1.8453	0.277115
-4.555	0.251278	-5.0119	0.276528	-4.1864	0.379805	-4.4406	0.180207	-3.0969	0.507645	-1.7953	0.107395
-4.7232	0.351561	-5.0172	0.221745	-4.1883	0.198988	-4.2629	0.101805	-3.5057	0.546936	-2.2181	0.622696
-4.8415	0.337367	-4.9398	0.177019	-4.073	0.080096	-4.1847	0.17173	-3.8741	0.525343	-2.5647	0.581413
-4.8652	0.296117	-4.7817	0.129242	-3.785	-0.103219	-4.2473	0.277667	-3.9992	0.288698	-2.7944	0.487762
-4.7649	0.233867	-5.1184	0.393989	-3.7745	0.177531	-4.2214	0.218643	-3.938	0.0997318	-2.856	0.326108
-4.6264	0.212469	-5.3625	0.36043	-3.8628	0.284608	-4.1054	0.153879	-3.7524	-0.0335729	-2.7529	0.151373
-4.4482	0.188157	-5.6186	0.379797	-3.8903	0.229074	-3.9102	0.0925889	-3.6403	0.0346861	-2.5643	4.73E-02
-4.2662	0.181423	-5.7671	0.333998	-3.8336	0.145872	-3.5849	-0.0111612	-3.7197	0.230528	-2.5984	0.273639
-4.0086	0.134752	-5.8148	0.286565	-3.7108	0.077343	-3.2851	-0.0050161	-3.7652	0.19928	-2.6495	0.296014
-3.6359	0.0622027	-5.8201	0.266212	-3.5329	0.0168809	-3.093	0.0638619	-3.7425	0.130319	-2.5907	0.180493
-3.2562	0.0429739	-5.777	0.240435	-3.3311	-0.013778	-2.9491	0.093356	-3.6228	0.0276961	-2.4381	0.0716772
-2.9214	0.0516053	-5.788	0.268613	-3.2694	0.126506	-2.784	0.073045	-3.4632	-0.0198376	-2.1455	-0.0973682
-2.479	-0.0218357	-5.8472	0.296258	-3.2049	0.123686	-2.59	0.045705	-3.2716	-0.0610904	-1.8385	-0.142284
-2.0194	-0.0513963	-5.9174	0.30586	-3.1079	0.0894442	-2.319	-0.019426	-3.1864	0.0413682	-1.5689	-0.131687
-1.5742	-0.0648821	-5.9478	0.288075	-2.9711	0.0457753	-2.1127	0.0176617	-3.166	0.105465	-1.4496	0.00682748
-1.3173	0.0177402	-5.9659	0.283426	-2.7974	0.0029877	-2.0009	0.0802226	-3.1257	0.0838624	-1.3283	-0.00716969
-0.9371	-0.0619827			-2.6367	0.0105894	-1.8931	0.0795257	-3.0626	0.0582137	-1.2329	0.0093136
-0.5579	-0.0798848			-2.5711	0.104981	-1.7317	0.0356674	-2.9472	0.00043837	-1.137	-0.0006627
-0.2643	-0.0515005			-2.4987	0.0970592	-1.566	0.0259384	-2.8266	-0.010509	-1.0288	-0.0236798
0.0143	-0.0579448			-2.399	0.0671732	-1.2011	-0.130546	-2.8154	0.0986126	-1.0919	0.154039
0.2533	-0.0503481			-2.2372	-0.0007796	-1.0238	-0.0070667	-2.8297	0.125111	-1.1623	0.168496
0.4398	-0.0338629			-2.073	-0.0093166	-0.8809	0.0107492	-2.8201	0.101013	-1.217	0.158387
0.6816	-0.0742845			-1.9519	0.0296803	-0.7406	0.0062948	-2.7774	0.0660553	-1.2168	0.103589
0.8114	-0.0255859			-1.8117	0.005382	-0.5962	-0.003199	-2.6587	-0.0156138	-1.1691	0.0514359
0.9619	-0.0444228			-1.7065	0.0368285	-0.4152	-0.0374538	-2.5738	0.0141985	-1.0956	0.0183954
1.1011	-0.0468339			-1.5325	-0.039139	-0.2262	-0.0522776	-2.5189	0.0417054	-1.0435	0.0346898
1.2563	-0.0638502			-1.3714	-0.0329226	-0.0669	-0.0393857	-2.4505	0.0250305	-0.9482	-0.0179454
1.3748	-0.0528			-1.1708	-0.0812818	0.1193	-0.067645	-2.3449	-0.017215	-0.8448	-0.0363009
1.5013	-0.0646263			-1.0034	-0.0554484	0.2687	-0.0496237	-2.2155	-0.0472635	-0.701	-0.0910108
1.6072	-0.0612285			-0.8445	-0.0540489	0.4301	-0.0665238	-2.1207	-0.0171914	-0.549	-0.114356
1.672	-0.0455905			-0.6679	-0.079911	0.5434	-0.0390622	-1.9757	-0.0744438	-0.429	-0.094313
1.7302	-0.0469307			-0.5323	-0.0451587	0.6435	-0.0354707	-1.828	-0.084346	-0.3078	-0.107602
1.7648	-0.0386255			-0.4117	-0.035777	0.7483	-0.044749	-1.7091	-0.0613201	-0.2157	-0.0876907
1.7914	-0.0377469			-0.295	-0.037417	0.8248	-0.0295888	-1.5632	-0.0954588	-0.1578	-0.0592649
1.804	-0.0331809			-0.1981	-0.0222639	0.8911	-0.0266549	-1.491	-0.0252197	-0.1384	-0.022691
1.8048	-0.0291257			-0.1273	0.0004234	0.9594	-0.0324293	-1.4202	-0.0272177	-0.1424	0.00112321
1.798	-0.0267837			-0.0511	-0.0087355	1.0185	-0.0299628	-1.3622	-0.0171815	-0.1581	0.014409
1.7849	-0.0247636			0.0105	0.002774	1.0531	-0.0155959	-1.3161	-0.00745486	-0.1829	0.0260073
1.7623	-0.0206459			0.0724	-0.0006934	1.0982	-0.0262991	-1.284	0.00506854	-0.2127	0.0340086
1.7518	-0.0279227			0.15	-0.0204234	1.1603	-0.0424644	-1.2492	0.00075346	-0.2321	0.0255718
1.785	-0.0532177			0.2329	-0.0301013	1.2701	-0.0826145	-1.2192	0.00417538	-0.2421	0.017196
