CTE-0.12-0.005-2.1	SteerValue-0.12-0.005-2.1	CTE-0.12-0.003-2.1	SteerValue-0.12-0.003-2.1	CTE-0.12-0.002-2.1	SteerValue-0.12-0.002-2.1	CTE-0.12-0.009-1.8	SteerValue-0.12-0.009-1.8	CTE-0.12-0.005-1.8	SteerValue-0.12-0.005-1.8
0.2161	0.0745065	-0.1518	0.157732	0.0944	0.1806	-0.2254	-0.014469	-0.2585	-0.017931
0.0644	0.235609	-0.1732	0.0146592	-0.0298	0.209844	-0.22	-0.015277	-0.2536	-0.013651
-0.0947	0.270714	-0.1262	-0.134242	-0.1028	0.111289	-0.2123	-0.0192795	-0.2503	-0.0099155
-0.2217	0.219653	-0.069	-0.162319	-0.1399	0.040631	-0.2038	-0.0207205	-0.2469	-0.009269
-0.2544	0.0268185	0.1026	-0.423459	-0.1346	-0.0487758	-0.1951	-0.021149	-0.25	0.004053
-0.2308	-0.0930895	0.1822	-0.240358	-0.1074	-0.097815	-0.1882	-0.017796	-0.406	0.300023
-0.172	-0.173205	0.3047	-0.346062	-0.0749	-0.112695	-0.1817	-0.0169475	-0.6727	0.53465
-0.1167	-0.171908	0.3682	-0.230886	0.1127	-0.461143	-0.1752	-0.0168515	-0.0838	-1
0.0612	-0.451022	0.3625	-0.0859698	0.2796	-0.43826	-0.1688	-0.0165955	0.2437	-0.645677
0.2414	-0.478683	0.277	0.0910392	0.3887	-0.330749	-0.1624	-0.0165515	0.4492	-0.452983
0.3172	-0.270125	0.197	0.0884982	0.3762	-0.0746416	-0.1542	-0.0200045	0.6629	-0.496702
0.2907	-0.0535685	0.3427	-0.403984	0.2614	0.153442	-0.1475	-0.017371	0.8117	-0.401796
0.1695	0.158998	0.5503	-0.560537	0.1799	0.0929318	-0.1411	-0.0168935	0.8294	-0.172087
0.0847	0.0923105	0.7227	-0.509473	0.3337	-0.420322	-0.1331	-0.020068	0.723	0.060446
0.2151	-0.376333	0.7275	-0.160271	0.5229	-0.518411	-0.1267	-0.0173225	0.5361	0.225093
0.3988	-0.512301	0.5994	0.132392	0.6744	-0.45877	-0.1189	-0.020184	0.3445	0.254823
0.5546	-0.47518	0.4399	0.216153	0.6803	-0.155079	-0.1114	-0.019987	0.2186	0.150578
0.5379	-0.113616	0.2587	0.282691	0.6022	0.0294888	-0.1043	-0.0195975	0.1252	0.10266
0.4056	0.142993	0.2001	0.0316623	0.4523	0.197352	-0.0991	-0.016306	0.0868	0.007834
0.2505	0.208232	0.4733	-0.699322	0.3162	0.184072	-0.0931	-0.0180005	0.0784	-0.04555
0.0788	0.263302	0.8291	-0.917965	0.2566	0.0300606	-0.1483	0.099525	0.0882	-0.079927
0.1409	-0.235834	1.0656	-0.699012	0.5678	-0.787099	-0.4002	0.485814	0.1113	-0.107196
0.4291	-0.747374	1.1394	-0.369616	0.7612	-0.564449	0.6421	-1	0.1236	-0.0898495
0.7364	-0.828042	1.1344	-0.206939	0.9979	-0.685779	0.0655	1	0.1202	-0.0617825
0.8759	-0.496781	1.3153	-0.622983	1.1029	-0.424015	0.2296	-0.343248	0.0974	-0.0246135
0.8278	-0.101188	1.5101	-0.680079	1.0896	-0.176168	0.4563	-0.485413	0.0669	-0.007428
0.8795	-0.32137	1.5957	-0.465818	1.2426	-0.546243	0.6846	-0.519112	0.1354	-0.194525
1.1273	-0.768552	1.5064	-0.0923316	1.4995	-0.79826	0.8462	-0.422675	0.1244	-0.050727
1.2688	-0.568646	1.309	0.154439	1.5941	-0.471971	0.9144	-0.267311	0.1777	-0.173752
1.2591	-0.256258	1.0372	0.340184	1.5292	-0.132291	0.8342	0.0052615	0.2012	-0.123938
1.108	0.053274	0.8592	0.161986	1.3332	0.163873	0.6641	0.184173	0.1974	-0.0753285
0.8839	0.229047	0.7285	0.0761547	1.084	0.303329	0.5016	0.187485	0.1664	-0.0234805
0.6537	0.266212	0.8756	-0.527504	0.857	0.282235	0.3574	0.170062	0.102	0.0438575
0.4677	0.193374	1.0971	-0.713615	0.7366	0.0713494	0.2257	0.162238	0.0227	0.08008
0.5762	-0.440977	1.2672	-0.629889	0.8809	-0.503598	0.144	0.0813215	-0.0524	0.081794
0.8109	-0.738216	1.2755	-0.294932	1.1756	-0.857154	0.1148	-0.0102485	-0.1069	0.0517885
1.0202	-0.715093	1.1771	-0.0625848	1.3665	-0.664815	0.1184	-0.0703125	-0.1323	0.003118
1.0609	-0.371221	1.0511	0.0073419	1.4203	-0.386201	0.1402	-0.106389	-0.1407	-0.0257705
0.9706	-0.0901385	0.9094	0.0545877	1.3082	-0.0269756	0.1544	-0.0951855	-0.0714	-0.17359
0.7937	0.108981	0.8048	-0.0131847	1.126	0.139846	0.1599	-0.080985	0.0996	-0.377667
0.5718	0.22725	0.8799	-0.402206	0.9755	0.0893854	0.1453	-0.0437795	0.2223	-0.306563
0.5839	-0.268521	0.9676	-0.442093	1.0455	-0.384156	0.12	-0.0220835	0.2888	-0.214827
0.6749	-0.448506	0.9994	-0.331517	1.1248	-0.415451	0.1347	-0.096521	0.2633	-0.0474835
0.729	-0.381153	0.9336	-0.121462	1.1604	-0.330274	0.2169	-0.228969	0.1625	0.09934
0.7168	-0.244043	0.8029	0.0281031	1.113	-0.152512	0.2888	-0.220501	0.0424	0.14828
0.6333	-0.0874595	0.6386	0.116463	1.0008	-0.0049696	0.298	-0.110235	-0.0736	0.155188
0.4952	0.0412965	0.4748	0.133645	0.8579	0.0749326	0.2465	0.003972	-0.1837	0.158698
0.3039	0.174453	0.3341	0.101017	0.7133	0.094428	0.1506	0.094647	-0.2501	0.089257
0.1712	0.066461	0.2563	-0.0225063	0.6035	0.033317	0.0395	0.135142	-0.2648	-0.000715
0.062	0.029905	0.3699	-0.439188	0.4902	0.0532826	-0.041	0.0899265	-0.2416	-0.070511
0.0137	-0.0922575	0.5398	-0.579425	0.513	-0.236289	-0.0992	0.0572665	-0.1008	-0.298583
0.1626	-0.525058	0.6545	-0.479233	0.6989	-0.602505	-0.1368	0.0253825	0.1448	-0.517419
0.3076	-0.535806	0.6644	-0.262334	0.8	-0.438157	-0.1448	-0.0262135	0.3015	-0.377711
0.3648	-0.360114	0.5894	-0.0768123	0.8264	-0.286108	-0.0712	-0.181569	0.3724	-0.233641
0.3321	-0.169061	0.4632	0.0444621	0.7693	-0.105445	0.1109	-0.399276	0.3374	-0.0405075
0.2184	0.013591	0.3214	0.0932739	0.6517	0.034414	0.2628	-0.364458	0.2616	0.0407205
0.0652	0.114599	0.2089	0.0446172	0.512	0.096564	0.3171	-0.196879	0.4157	-0.39367
-0.0865	0.130086	0.0711	0.11407	0.3775	0.101029	0.2667	-0.003705	0.5448	-0.366886
-0.1964	0.0564755	0.012	-0.0441441	0.2616	0.0753538	0.1899	0.0520815	0.6131	-0.268708
-0.3046	0.0674125	-0.0501	-0.0302418	0.1962	-0.0232406	0.0726	0.138695	0.5945	-0.113028
-0.3651	-0.023672	-0.0874	-0.0775836	0.1353	-0.0256532	-0.0464	0.156267	0.4884	0.054762
-0.3981	-0.0754715	-0.1215	-0.0798471	0.1127	-0.103597	-0.151	0.143654	0.361	0.106585
-0.4282	-0.0758085	-0.1618	-0.0615057	0.0769	-0.0717344	-0.228	0.104354	0.2279	0.131677
-0.4603	-0.065455	-0.2218	-0.0122703	0.0364	-0.0570772	-0.2735	0.054481	0.1692	0.0039555
-0.5007	-0.0406735	-0.2924	0.0193389	-0.0245	-0.0068802	-0.2901	0.0059035	0.4341	-0.612483
-0.5483	-0.0171	-0.3528	0.0062253	-0.083	-0.0047342	-0.2836	-0.0350385	0.7134	-0.675486
-0.601	0.002939	-0.4204	0.0307185	-0.1551	0.032788	-0.1244	-0.32838	0.9088	-0.552458
-0.6664	0.040789	-0.4728	0.0065049	-0.2141	0.0127862	0.0724	-0.420038	0.9368	-0.259182
-0.7192	0.024261	-0.518	-0.0016371	-0.2784	0.032189	0.2622	-0.431525	1.0053	-0.345329
-0.7744	0.039797	0.4594	-2.26776	-0.326	0.003483	0.3389	-0.238844	1.2603	-0.71793
0.8132	-3.60466	-0.3626	1.6107	0.3701	-1.64256	0.3183	-0.0628235	1.4769	-0.682187
-0.6698	3.02491	-0.2881	-0.280021	-0.234	1.16082	0.2935	-0.053755	1.5244	-0.391128
-0.5954	-0.251583	-0.2488	-0.210071	-0.1692	-0.251307	0.4542	-0.40921	1.3895	-0.053568
-0.5324	-0.232541	-0.2295	-0.169698	-0.1185	-0.227544	0.5833	-0.370739	1.1823	0.0955245
-0.4815	-0.210831	-0.2346	-0.117143	-0.0773	-0.212383	0.6169	-0.205955	0.8411	0.373463
-0.465	-0.138246	-0.2725	-0.042897	-0.0847	-0.109266	0.5568	-0.032867	0.604	0.211515
-0.478	-0.0723465	-0.323	-0.009408	-0.1346	-0.0137586	0.3483	0.257532	0.5751	-0.162652
-0.5133	-0.018714	-0.3807	0.0137781	-0.1972	0.0208178	0.2239	0.11996	0.7429	-0.540563
-0.5721	0.0405525	-0.4528	0.0540285	-0.2654	0.0412926	0.0978	0.137663	0.8955	-0.535992
-0.6268	0.0416405	-0.5112	0.0338001	-0.3431	0.0712528	0.2982	-0.475576	0.9476	-0.366083
-0.6775	0.042712	-0.5716	0.0469629	-0.4117	0.0611982	0.6032	-0.703472	0.9232	-0.230071
-0.7361	0.0700145	-0.6134	0.0147591	-0.4487	0.0001756	0.8361	-0.60582	0.8093	-0.059349
-0.7682	0.0220575	-0.6467	0.0028452	-0.4845	0.0029206	0.9866	-0.480494	0.6411	0.0553695
-0.7887	0.004101	-0.6777	0.0037683	-0.5196	0.0067018	0.9877	-0.216644	0.6314	-0.231923
-0.7999	-0.0100855	-0.6986	-0.0128379	-0.545	-0.0095302	1.248	-0.72068	0.7161	-0.415588
-0.8065	-0.014921	-0.7158	-0.0163965	-0.5662	-0.0146738	1.4521	-0.651272	0.7578	-0.346981
-0.8088	-0.019631	-0.7305	-0.017691	-0.5845	-0.0173988	1.6411	-0.654978	0.7315	-0.225083
-0.8094	-0.019082	-0.7468	-0.0101346	-0.6014	-0.017108	1.6108	-0.264656	0.6478	-0.114958
-0.8091	-0.0169625	-0.7599	-0.0130029	-0.6208	-0.0082884	1.4601	-0.0371525	0.4986	0.0183535
-0.8084	-0.0138445	-0.772	-0.0113349	-0.6334	-0.0197896	1.1988	0.187289	0.3196	0.0918755
-0.8075	-0.010335	-0.7852	-0.0050853	-0.6481	-0.0123194	0.9076	0.271516	0.1668	0.0622175
-0.8063	-0.0070775	-0.795	-0.0086643	-0.668	0.0023246	0.6689	0.202315	0.0255	0.058346
-0.8029	-0.008091	-0.8032	-0.0086307	-0.6789	-0.0139096	0.7561	-0.398549	0.0065	-0.159547
-0.7998	-0.003834	-0.8097	-0.0089916	-0.6904	-0.0098888	0.9359	-0.591485	0.1424	-0.455387
-0.7946	-0.004895	-0.8146	-0.0093198	-0.7021	-0.0066606	1.042	-0.476767	0.219	-0.358934
-0.7875	-0.0057995	-0.8179	-0.0098301	-0.7105	-0.0111616	1.0521	-0.310439	0.2637	-0.308196
-0.7783	-0.007422	-0.8197	-0.010305	-0.7184	-0.0098268	0.9706	-0.140632	0.2353	-0.174385
-0.7668	-0.009798	-0.8196	-0.0118482	-0.7225	-0.0158698	0.8034	0.0296745	0.1584	-0.0786485
-0.7503	-0.0185265	-0.818	-0.0127362	-0.7263	-0.0145912	0.6594	0.0018975	0.0205	0.047597
-0.7345	-0.01528	-0.8073	-0.0307083	-0.7288	-0.0155636	0.6962	-0.33144	-0.1131	0.0564545
-0.7215	-0.0073525	-0.7942	-0.0349377	-0.7297	-0.0173562	0.7362	-0.34568	-0.2695	0.11761
-0.6975	-0.029845	-0.7818	-0.0326103	-0.7214	-0.0362294	0.7239	-0.253684	-0.387	0.063625
-0.6645	-0.0493825	-0.7718	-0.0264549	-0.7131	-0.0357992	0.6366	-0.111391	-0.4668	0.007675
-0.6374	-0.0370575	-0.7631	-0.0224796	-0.7065	-0.0316082	0.4886	0.013186	-0.5044	-0.061251
-0.6145	-0.027913	-0.7581	-0.0130353	-0.7027	-0.0247788	0.3113	0.0856455	-0.5529	-0.0330465
-0.5956	-0.018803	-0.7544	-0.0084861	-0.7017	-0.0176154	0.1327	0.108754	-0.5963	-0.034037
-0.5793	-0.0124025	-0.7509	-0.0062334	-0.7026	-0.0121122	-0.0032	0.048218	-0.6424	-0.020433
-0.5645	-0.008206	-0.7463	-0.0068565	-0.705	-0.0072642	0.0139	-0.229303	-0.6808	-0.026281
-0.5467	-0.0139085	-0.7402	-0.0085179	-0.7068	-0.0068946	0.1697	-0.498508	-0.7396	0.021193
-0.5308	-0.0091725	-0.7323	-0.011049	-0.7074	-0.0079278	0.289	-0.448569	-0.7893	0.0147235
-0.5142	-0.0100635	-0.7226	-0.0138252	-0.7064	-0.009995	0.3137	-0.282821	-0.834	0.0152575
-0.5001	-0.004005	-0.7113	-0.0164073	-0.7037	-0.0124816	0.2275	-0.073995	-0.8573	-0.01618
-0.4771	-0.0230695	-0.6988	-0.0183309	-0.6982	-0.0176252	0.1046	0.00629	-0.7714	-0.219191
-0.4557	-0.019999	-0.6855	-0.0195504	-0.6921	-0.018233	-0.0437	0.0700245	-0.658	-0.279009
-0.434	-0.021063	-0.6719	-0.0197967	-0.6853	-0.0191484	-0.2266	0.155386	-0.55	-0.279499
-0.4124	-0.021383	-0.6582	-0.0196761	-0.6782	-0.019274	-0.3423	0.050021	-0.5069	-0.165317
-0.3912	-0.021131	-0.6447	-0.018942	-0.6711	-0.0187838	-0.4714	0.09199	-0.5165	-0.066722
-0.3704	-0.020935	-0.6315	-0.0180015	-0.6641	-0.0180856	-0.5334	-0.018683	-0.5633	0.0086705
-0.3502	-0.020348	-0.6186	-0.0170637	-0.6572	-0.0173892	-0.5793	-0.0392585	-0.6138	0.0244595
-0.3307	-0.0195645	-0.6058	-0.0165723	-0.6505	-0.0164722	-0.6176	-0.0452545	-0.6798	0.0636785
-0.3117	-0.019236	-0.6448	0.0988221	-0.6439	-0.0157664	-0.6653	-0.019284	-0.7446	0.0730175
-0.2958	-0.013155	-0.7206	0.18736	-0.6634	0.0427104	-0.7079	-0.0198125	-0.8101	0.086188
-0.3295	0.0966965	-0.8774	0.378908	-0.804	0.3155	-0.7597	0.006762	-0.8493	0.0477985
-0.4879	0.380014	-1.0031	0.331691	-0.9372	0.317819	-0.8029	0.0004805	-0.871	0.0232575
-0.6401	0.388459	-1.0667	0.212113	-1.0627	0.318834	-0.851	0.0193275	-0.8776	0.0012575
-0.7496	0.315677	-1.0573	0.0608574	-1.1264	0.198951	-0.8748	-0.0171825	-0.8708	-0.0193245
-0.7551	0.101712	-0.9713	-0.107409	-1.1136	0.0389922	-0.7822	-0.233903	-0.8566	-0.0300655
-0.6884	-0.05447	-0.8889	-0.10707	-1.0285	-0.120993	-0.666	-0.286997	-0.8385	-0.035065
-0.5749	-0.163495	-0.8556	-0.0053892	-0.9485	-0.117986	-0.5568	-0.284718	-0.8238	-0.02659
-0.4758	-0.142768	-1.0244	0.44235	-0.943	0.0396902	-0.5134	-0.168918	-0.8033	-0.0354735
-0.5268	0.181196	-1.1585	0.389048	-1.1231	0.453308	-0.5136	-0.0878465	-0.7882	-0.0236245
-0.6857	0.430282	-1.2759	0.371893	-1.2935	0.455973	-0.5475	-0.020381	-0.7737	-0.020416
-0.8462	0.457133	-1.311	0.207208	-1.395	0.326253	-0.6052	0.032409	-0.7637	-0.0096975
-0.8962	0.235564	-1.2845	0.0785217	-1.4081	0.145002	-0.688	0.090965	-0.7549	-0.004819
-0.8675	0.0711875	-1.1986	-0.0529305	-1.3545	0.0012086	-0.7537	0.0718375	-0.7458	-0.002722
-0.7776	-0.0642325	-1.051	-0.19706	-1.2522	-0.110833	-0.8053	0.056676	-0.7328	-0.007638
-0.651	-0.153239	-0.9461	-0.117139	-1.1278	-0.169915	-0.842	0.03847	-0.7195	-0.0061765
-0.5138	-0.189394	-0.8298	-0.152546	-1.0017	-0.186614	-0.8645	0.0199325	-0.7038	-0.0088615
-0.3643	-0.231343	-0.8575	0.155751	-0.8915	-0.164665	-0.8741	0.002235	-0.6866	-0.0101925
-0.2933	-0.0735465	-1.118	0.679245	-1.0557	0.43339	-0.8729	-0.0129845	-0.6583	-0.030277
-0.5463	0.639945	-1.4335	0.836905	-1.4097	0.87727	-0.8613	-0.02879	-0.6262	-0.037838
-0.8963	0.890127	-1.6811	0.729071	-1.7361	0.86195	-0.847	-0.031131	-0.5943	-0.0383345
-1.2124	0.862931	-1.807	0.494029	-1.9703	0.700375	-0.8319	-0.0302235	-0.5649	-0.034538
-1.4318	0.693348	-1.8029	0.225946	-2.0725	0.439584	-0.8178	-0.0260265	-0.5342	-0.037891
-1.5192	0.434232	-1.6929	-0.0045651	-2.0289	0.132229	-0.8056	-0.0200425	-0.5166	-0.01384
-1.504	0.224467	-1.7437	0.344442	-2.0366	0.244957	-0.7952	-0.0140745	-0.4952	-0.020772
-1.4933	0.2401	-1.915	0.623793	-2.1208	0.419952	-0.7877	-0.005816	-0.4829	-0.0034535
-1.6018	0.511449	-2.0282	0.521452	-2.2723	0.584007	-0.7769	-0.0091675	-0.4685	-0.006619
-1.7611	0.646051	-2.0443	0.325606	-2.3506	0.444384	-0.7689	-0.001243	-0.4564	-0.001649
-1.841	0.498103	-1.9337	0.0520656	-2.3284	0.235327	-0.7577	-0.0045585	-0.4399	-0.0093495
-1.8125	0.276106	-1.7657	-0.0833373	-2.1836	-0.035142	-0.744	-0.0069825	-0.421	-0.0138325
-1.6882	0.068451	-1.5244	-0.26165	-2.0003	-0.133987	-0.7241	-0.01691	-0.4044	-0.0096625
-1.5015	-0.0774855	-1.4672	0.122498	-1.7662	-0.265227	-0.7046	-0.015007	-0.3824	-0.0201105
-1.2399	-0.259968	-1.6052	0.553793	-1.7891	0.280799	-0.6749	-0.0335565	-0.3588	-0.0240285
-1.1275	0.0455015	-1.7752	0.646719	-1.9724	0.64358	-0.6495	-0.025617	-0.3394	-0.0170995
-1.2806	0.627827	-1.8833	0.535351	-2.1655	0.691663	-0.6186	-0.036132	-0.3155	-0.02649
-1.4324	0.650475	-1.8898	0.32844	-2.2404	0.456912	-0.5948	-0.023234	-0.2918	-0.027515
-1.5403	0.578934	-1.7773	0.0703719	-2.1842	0.179226	-0.5672	-0.03055	-0.2688	-0.027671
-1.5198	0.314433	-1.615	-0.0488391	-2.0439	-0.010132	-0.5464	-0.018074	-0.2475	-0.0259295
-1.3743	0.0413445	-1.386	-0.212231	-1.775	-0.30891	-0.5223	-0.0242945	-0.2682	0.0534955
-1.1477	-0.150419	-1.1566	-0.237129	-1.5693	-0.197735	-0.504	-0.0135305	-0.3561	0.186784
-0.9397	-0.13162	-1.0123	-0.0726984	-1.3861	-0.169697	-0.4777	-0.028698	-0.5224	0.350472
-0.7457	-0.121772	-1.0033	0.213362	-1.3778	0.199352	-0.4563	-0.0201645	-0.6309	0.262607
-0.5828	-0.073096	-1.022	0.276841	-1.4098	0.290642	-0.4443	-0.002463	-0.6954	0.194623
-0.5595	0.220066	-1.0109	0.215962	-1.4143	0.236261	-0.4211	-0.0233015	-0.7128	0.115495
-0.5464	0.242646	-0.9548	0.117595	-1.3555	0.0989856	-0.4044	-0.0115835	-0.6791	0.022867
-0.5024	0.174988	-0.8124	-0.0782862	-1.2593	0.0114202	-0.3789	-0.028589	-0.597	-0.07112
-0.4214	0.0896745	-0.678	-0.0755802	-1.1075	-0.121341	-0.3658	-0.006012	-0.5618	0.011885
-0.2795	-0.053846	-0.545	-0.0869652	-0.9669	-0.112759	-0.3446	-0.021413	-0.7309	0.403571
-0.1348	-0.076416	-0.4603	0.0056817	-0.8581	-0.0573188	-0.3227	-0.0236875	-0.8912	0.411423
0.0676	-0.222212	-0.471	0.208719	-0.8751	0.210651	-0.3052	-0.0163415	-0.972	0.282879
0.1062	0.116605	-0.4788	0.205001	-0.8975	0.226474	-0.2841	-0.023933	-0.9961	0.188692
0.091	0.230954	-0.4549	0.136928	-0.8848	0.15301	-0.2673	-0.0168725	-0.9772	0.11391
0.0886	0.203919	-0.3762	0.0135324	-0.7994	-0.0083092	-0.2468	-0.0247585	-0.9024	0.008826
0.1362	0.092526	-0.2524	-0.0952764	-0.722	0.0006468	-0.2436	0.0072155	-0.8107	-0.0285445
0.2162	0.013805	-0.1086	-0.154207	-0.5916	-0.125118	-0.3197	0.160686	-0.7033	-0.066176
0.3199	-0.0500085	-0.0568	0.0329478	-0.4928	-0.0696284	-0.4912	0.355442	-0.5571	-0.150775
0.4609	-0.147563	0.0541	-0.104633	-0.4323	0.0044062	-0.6343	0.324666	-0.4958	-0.0028315
0.5749	-0.107417	0.0952	0.0367299	-0.3904	0.039219	-0.7113	0.218482	-0.7868	0.670162
0.6202	0.0283155	0.1257	0.0549528	-0.3546	0.0484422	-0.7138	0.088251	-1.0271	0.612874
0.653	0.0473645	0.1597	0.0430437	-0.3117	0.0290076	-0.6539	-0.0279875	-1.2237	0.563925
0.6843	0.043337	0.1997	0.0250446	-0.2464	-0.0253756	-0.5758	-0.0672405	-1.3672	0.4924
0.7288	0.006633	0.2614	-0.0287136	-0.1672	-0.0637352	-0.5783	0.081031	-1.401	0.306002
0.7761	-0.0088035	0.3351	-0.0637629	-0.0981	-0.050621	-0.7113	0.335448	-1.349	0.152066
0.8397	-0.054864	0.3981	-0.0500472	-0.0325	-0.051078	-0.8566	0.379307	-1.5318	0.604302
0.9068	-0.0748	0.4682	-0.0747738	0.0278	-0.0472396	-0.9381	0.278937	-1.7127	0.631153
0.9591	-0.0547915	0.5303	-0.0670167	0.0933	-0.0662062	-0.9424	0.145205	-1.7829	0.449232
1.0036	-0.0487695	0.573	-0.0331197	0.1509	-0.05683	-0.8844	0.030527	-1.7208	0.212244
1.0413	-0.04422	0.6122	-0.0323103	0.1904	-0.0239408	-0.799	-0.025046	-1.5042	-0.0843275
1.0784	-0.052804	0.6381	-0.0094026	0.2221	-0.011809	-0.6938	-0.069841	-1.2493	-0.177609
1.0987	-0.0254535	0.6568	0.001503	0.2543	-0.0172316	-0.5768	-0.102237	-1.0416	-0.112365
1.1216	-0.0392695	0.6663	0.0176841	0.2732	0.007884	-0.3959	-0.236985	-1.1368	0.449963
1.1336	-0.0234875	0.6818	0.0011787	0.2894	0.0110312	-0.5063	0.303134	-1.2303	0.464274
1.1352	-0.0075155	0.6944	0.0036735	0.3124	-0.0066336	-0.8221	0.714861	-1.3096	0.454779
1.1312	-0.0009315	0.7179	-0.0241902	0.3364	-0.0122864	-1.1019	0.689146	-1.2645	0.231769
1.1277	-0.0072	0.7415	-0.0294567	0.3634	-0.0225532	-1.2818	0.537323	-1.1357	0.0713315
1.1257	-0.0157385	0.7716	-0.0490335	0.3923	-0.0307958	-1.3304	0.313467	-0.9088	-0.127932
1.1259	-0.026012	0.8004	-0.0521607	0.4218	-0.0364394	-1.2655	0.107707	-0.688	-0.140009
1.1271	-0.0338915	0.8207	-0.0392088	0.4557	-0.0506588	-1.3625	0.417579	-0.4774	-0.144533
1.1278	-0.0385645	0.8354	-0.031719	0.4857	-0.0470402	-1.5636	0.636909	-0.3867	0.062336
1.126	-0.0387285	0.8449	-0.0244737	0.5054	-0.028785	-1.6574	0.463312	-0.3578	0.171897
1.1195	-0.033676	0.8503	-0.0190626	0.5194	-0.0195338	-1.6515	0.291402	-0.3169	0.146973
1.1073	-0.0257785	0.8773	-0.0702945	0.5314	-0.0178366	-1.4939	0.006899	-0.2291	0.053163
1.093	-0.0251175	0.9306	-0.134712	0.5673	-0.0734692	-1.2832	-0.107549	-0.0992	-0.037709
1.079	-0.0294625	1.0088	-0.199413	0.6215	-0.119646	-1.086	-0.101483	0.0286	-0.049408
1.108	-0.128783	1.0534	-0.137365	0.7068	-0.196606	-1.1346	0.352462	0.1602	-0.072841
1.1462	-0.158417	1.0662	-0.0753195	0.7596	-0.136211	-1.2766	0.544005	0.1951	0.0960555
1.1876	-0.176043	1.0442	-0.0027321	0.784	-0.081067	-1.3641	0.463226	0.1818	0.183502
1.1946	-0.110617	1.0035	0.0384114	0.7768	-0.0153966	-1.3419	0.269811	0.1802	0.161733
1.1714	-0.0502695	0.9541	0.0597471	0.7488	0.0301458	-1.2221	0.0858655	0.2137	0.093465
1.1234	0.0019535	0.9085	0.0545136	0.7099	0.056284	-1.0372	-0.0483165	0.2811	0.0229515
1.0444	0.0713115	0.8733	0.0342777	0.6706	0.0604988	-0.768	-0.22852	0.3951	-0.076584
0.9713	0.062837	0.851	0.0073107	0.6389	0.047065	-0.537	-0.184795	0.5041	-0.0831845
0.9053	0.0513205	0.8397	-0.0169524	0.6194	0.0225462	-0.4068	-0.0169455	0.5693	-0.015015
0.8526	0.0254515	0.8397	-0.0432015	0.6128	-0.0049774	-0.3802	0.168244	0.6017	0.0371285
0.8137	-0.002929	0.8439	-0.0550572	0.6175	-0.0305064	-0.3499	0.159697	0.6403	0.018135
0.7823	-0.0188225	0.8471	-0.0558825	0.6324	-0.0549792	-0.2992	0.118389	0.6809	0.0062585
0.7642	-0.0484015	0.8457	-0.0485916	0.6472	-0.0578396	-0.2174	0.05368	0.7183	0.003939
0.7493	-0.05708	0.8378	-0.036507	0.6592	-0.054718	-0.0849	-0.0530555	0.7803	-0.0516825
0.7362	-0.062969	0.8231	-0.0229323	0.6657	-0.0452794	0.0718	-0.115778	0.8252	-0.0304165
0.7153	-0.0476575	0.8024	-0.0102555	0.6619	-0.0245172	0.1322	0.0496525	0.89	-0.0784625
0.6871	-0.032379	0.7772	-0.0001131	0.6516	-0.0109344	0.1116	0.197367	0.9398	-0.0621375
0.6516	-0.016047	0.7543	-0.004458	0.6374	-0.0023152	0.1016	0.178979	0.9806	-0.0557365
0.6021	0.0162825	0.8287	-0.220202	0.6323	-0.0220778	0.1422	0.0823155	1.0127	-0.048992
0.5669	-0.012358	1.0102	-0.469923	0.7145	-0.216701	0.2173	0.010117	1.0366	-0.042283
0.5362	-0.020805	1.1626	-0.430589	0.9051	-0.469023	0.3179	-0.0494445	1.0502	-0.030626
0.6108	-0.253941	1.2452	-0.297656	1.0986	-0.50053	0.4305	-0.086709	1.0619	-0.0339195
0.7754	-0.46657	1.2401	-0.116594	1.1773	-0.271249	0.4977	-0.0155415	1.0592	-0.0129715
0.9045	-0.412034	1.1629	0.0405909	1.1574	-0.0641156	0.5382	0.0249675	1.0484	-0.0023375
0.9602	-0.26938	1.037	0.154858	1.0577	0.113313	0.5783	0.017984	1.0324	0.0037805
0.9283	-0.086233	0.8949	0.203245	0.9165	0.215574	0.6247	-0.0020475	1.0176	-0.0016915
0.8252	0.071533	0.7661	0.188473	0.7734	0.235189	0.6895	-0.046391	1.0067	-0.012437
0.6492	0.242497	0.7198	0.0186195	0.6428	0.223326	0.7478	-0.045426	1.0002	-0.024578
0.4978	0.206516	0.8912	-0.461792	0.7005	-0.180429	0.8039	-0.0522175	0.9968	-0.034734
0.3791	0.150195	1.1121	-0.595586	0.9404	-0.593718	0.8553	-0.054202	0.9941	-0.0406405
0.4001	-0.147696	1.298	-0.548288	1.1909	-0.64842	0.9091	-0.0695235	0.9877	-0.038151
0.6047	-0.560831	1.389	-0.364085	1.3827	-0.550931	0.9523	-0.060389	0.9786	-0.037092
0.8086	-0.587872	1.3721	-0.139584	1.4649	-0.333565	0.9733	-0.0278155	0.9653	-0.0327625
0.9433	-0.463433	1.2674	0.0535581	1.4353	-0.0981038	0.9933	-0.033382	0.9488	-0.0297665
0.973	-0.251362	1.1114	0.176674	1.3222	0.0881738	1.0048	-0.024486	0.9744	-0.113491
0.9079	-0.0490095	0.9414	0.22365	1.1708	0.18443	1.0063	-0.0116975	1.0213	-0.162565
0.7728	0.110339	0.7876	0.205723	0.9846	0.277885	0.9975	0.002911	1.0553	-0.148701
