CTE-0.12-0.005-2.1	SteerValue-0.12-0.005-2.1	CTE-0.12-0.003-2.1	SteerValue-0.12-0.003-2.1	CTE-0.12-0.002-2.1	SteerValue-0.12-0.002-2.1
-0.455	0.048419	-0.5253	0.148564	-0.065	0.103111
-0.57	0.146759	-0.6144	0.0909597	-0.185	0.131321
-0.6842	0.162204	-0.6944	0.0835329	-0.2665	0.0607836
-0.758	0.09001	-0.7327	0.002757	-0.3378	0.0485952
-0.8072	0.04829	-0.7707	0.0089991	-0.3805	-0.0055798
-0.8376	0.016646	-0.7933	-0.018249	-0.4111	-0.0264956
-0.8583	0.0030515	-0.8131	-0.0193137	-0.4396	-0.0266064
-0.8674	-0.0158795	-0.8264	-0.0288885	-0.4665	-0.0258054
-0.8717	-0.021085	-0.8409	-0.0221058	-0.4845	-0.0413664
-0.8736	-0.021529	-0.8508	-0.0280254	-0.5121	-0.0168702
-0.8749	-0.0182585	-0.8359	-0.0793857	-0.5321	-0.029366
-0.8756	-0.0150565	-0.6743	-0.404825	-0.4366	-0.282503
-0.8744	-0.0148185	-0.4556	-0.549612	-0.1974	-0.612582
-0.7549	-0.273814	-0.2571	-0.530241	-0.0342	-0.472498
-0.4865	-0.616279	-0.1829	-0.277566	0.0499	-0.316579
-0.2555	-0.564182	-0.2337	-0.0082689	0.0469	-0.133403
-0.1441	-0.325669	-0.3389	0.119612	-0.0362	0.0448512
-0.133	-0.115706	-0.4877	0.230491	-0.1857	0.202603
-0.2083	0.075811	-0.6212	0.216244	-0.2926	0.126556
-0.3017	0.126538	-0.7074	0.129381	-0.3849	0.107742
-0.4117	0.176656	-0.741	0.0251757	-0.4422	0.042002
-0.4961	0.135505	-0.7372	-0.0516087	-0.4663	-0.0238934
-0.5428	0.0646525	-0.7128	-0.0956583	-0.4747	-0.054906
-0.5535	-0.006896	-0.6913	-0.0900744	-0.4749	-0.0711522
-0.5427	-0.0506285	-0.6753	-0.0784185	-0.4774	-0.0650674
-0.5256	-0.0632825	-0.6745	-0.044571	-0.489	-0.0435874
-0.5058	-0.0687995	-0.6316	-0.136234	-0.5005	-0.0414164
-0.493	-0.0531705	-0.4681	-0.40771	-0.3871	-0.31654
-0.4867	-0.037843	-0.3287	-0.372842	-0.2569	-0.36693
-0.3814	-0.256472	-0.2739	-0.200936	-0.15	-0.330528
-0.2058	-0.424145	-0.2926	-0.0434643	-0.1318	-0.146179
-0.0771	-0.340713	-0.3722	0.0950943	-0.1797	-0.0012614
-0.0392	-0.154385	-0.4795	0.167579	-0.2823	0.126485
-0.071	-0.0038445	-0.5603	0.123306	-0.4017	0.176897
-0.1519	0.109733	-0.6246	0.0982455	-0.4833	0.108275
-0.2297	0.113708	-0.5127	-0.283664	-0.5079	-0.007457
-0.3093	0.128586	-0.3829	-0.335682	-0.3731	-0.357627
-0.3507	0.0550875	-0.2692	-0.314708	-0.2452	-0.357994
-0.2495	-0.255269	-0.2314	-0.15916	-0.1385	-0.326001
-0.0933	-0.389046	-0.2463	-0.045963	-0.1144	-0.155205
0.0355	-0.34714	-0.3132	0.0722046	-0.1703	0.019844
0.0799	-0.175627	-0.3869	0.0964893	-0.2516	0.0834432
0.0589	-0.036062	-0.4515	0.0864858	-0.3432	0.116752
0.0148	0.017666	-0.4315	-0.0922797	-0.382	0.0112916
-0.0669	0.106765	-0.386	-0.150132	-0.3663	-0.10431
-0.1306	0.0772615	-0.3475	-0.139009	-0.35	-0.106826
-0.1216	-0.0758805	-0.3368	-0.0809028	-0.3369	-0.101004
-0.0789	-0.15138	-0.3525	-0.0225213	-0.3405	-0.064821
-0.0424	-0.142528	-0.383	0.0133677	-0.3599	-0.0285932
-0.0222	-0.110611	-0.3735	-0.0706518	-0.3909	0.0002686
-0.0287	-0.0536175	-0.3039	-0.204302	-0.3753	-0.0987128
-0.0608	0.0042985	-0.2529	-0.170603	-0.2937	-0.246517
-0.099	0.0221875	-0.2094	-0.159445	-0.2469	-0.17856
-0.0551	-0.155215	-0.2072	-0.0723576	-0.2185	-0.142891
0.0108	-0.209377	-0.2342	-0.007095	-0.2306	-0.0559274
0.0634	-0.188076	-0.2934	0.0685092	-0.2716	0.0102258
0.0855	-0.127105	-0.3509	0.0728919	-0.3309	0.0564336
0.0674	-0.0408505	-0.4119	0.0887976	-0.3957	0.076551
0.0111	0.04607	-0.4483	0.0428505	-0.4552	0.0734714
-0.0501	0.0639545	-0.4675	0.010437	-0.5102	0.0716418
-0.1082	0.0649575	-0.4693	-0.0244791	-0.539	0.0211558
-0.1563	0.050511	-0.405	-0.16979	-0.5505	-0.0126932
-0.1975	0.0419525	-0.2826	-0.30564	-0.4948	-0.159508
-0.2207	0.00804	-0.1997	-0.232039	-0.3965	-0.259971
-0.2259	-0.0280065	-0.16	-0.145603	-0.3014	-0.26406
-0.1475	-0.212237	-0.1683	-0.0433023	-0.2611	-0.153294
-0.0553	-0.252004	-0.2252	0.0662613	-0.2673	-0.054365
0.0265	-0.240113	-0.2938	0.0999447	-0.3207	0.0518044
0.0502	-0.121198	-0.3052	-0.0178917	-0.3867	0.0869578
0.0304	-0.027624	-0.26	-0.141396	-0.4104	0.0017926
-0.0358	0.077939	-0.2081	-0.161069	-0.3782	-0.118705
-0.1067	0.0968505	-0.169	-0.138374	-0.334	-0.148541
-0.1127	-0.038156	-0.1644	-0.0659832	-0.3001	-0.130379
-0.0681	-0.149427	-0.1864	-0.006924		
-0.0219	-0.158222	-0.2279	0.0396897		
0.012	-0.13652	-0.288	0.0868257		
0.0119	-0.0651675	-0.3429	0.0835224		
-0.0214	0.0086555	-0.3771	0.0452877		
-0.0678	0.0420725	-0.3848	-0.0082839		
-0.118	0.0566665	-0.3763	-0.042195		
-0.1723	0.072654	-0.3193	-0.149927		
-0.2062	0.034913	-0.2044	-0.284692		
-0.2256	0.007919	-0.1227	-0.224408		
-0.2321	-0.0172305	-0.0815	-0.144057		
-0.203	-0.0944675	-0.0944	-0.0286161		
-0.1031	-0.25462	-0.1462	0.0597285		
-0.0306	-0.205627	-0.2356	0.150123		
0.0047	-0.131766	-0.2654	0.0293355		
-0.0073	-0.03096	-0.2375	-0.09447		
-0.0526	0.044669	-0.1967	-0.125866		
-0.1266	0.114452	-0.1527	-0.137408		
-0.164	0.0429	-0.1348	-0.0843414		
-0.1343	-0.100902	-0.1393	-0.0363435		
-0.085	-0.147553	-0.1642	0.0099771		
-0.0244	-0.178433	-0.2101	0.0602154		
-0.0056	-0.0928815	-0.2511	0.0555987		
-0.017	-0.0280085	-0.2836	0.0424995		
-0.0539	0.030239	-0.3058	0.0244509		
-0.1046	0.065826	-0.3098	-0.0123597		
-0.1572	0.076914	-0.3023	-0.0365028		
-0.2013	0.0653625	-0.285	-0.0583038		
-0.2305	0.038729	-0.2722	-0.0495732		
-0.2427	0.0057065	-0.2381	-0.0976809		
-0.2393	-0.026265	-0.1556	-0.208754		
-0.2246	-0.050636	-0.0827	-0.197094		
-0.2046	-0.063143	-0.0359	-0.147792		
		-0.0412	-0.0376227		
		-0.0829	0.04407		
		-0.1626	0.133922		
		-0.2323	0.121983		
		-0.2689	0.0576714		
		-0.2324	-0.0995214		
		-0.1587	-0.186009		
		-0.0989	-0.163699		
		-0.0645	-0.114293		
		-0.0615	-0.0485286		
		-0.0866	0.0137532		
		-0.1415	0.0833457		
		-0.1937	0.0845208		
		-0.2375	0.0728493		
		-0.2639	0.040269		
		-0.2696	-0.0017082		
