CTE-0.12-0.005-2.1	SteerValue-0.12-0.005-2.1	CTE-0.12-0.005-2	SteerValue-0.12-0.005-2	CTE-0.12-0.005-1.8	SteerValue-0.12-0.005-1.8
-0.3026	-0.0046115	-0.2796	0.0934795	0.0275	-0.224604
-0.192	-0.282574	-0.2835	-0.032035	0.0704	-0.157744
-0.0675	-0.326366	-0.1496	-0.322955	0.0711	-0.0822235
0.056	-0.339366	-0.0123	-0.346169	0.0352	-0.0122115
0.0812	-0.136366	0.0536	-0.211545	-0.0228	0.0346425
0.0618	-0.040687	0.0602	-0.0940385	-0.0919	0.063374
-0.0099	0.0777965	0.0071	0.031698	-0.174	0.097496
-0.086	0.0965985	-0.0787	0.107788	-0.2321	0.0624285
-0.1471	0.073166	-0.1388	0.0642935	-0.2782	0.0477515
-0.1205	-0.113594	-0.1607	-0.008675	-0.2954	-0.0007275
